Mixture,Macs_IFN_B1a_Macs_IFN_y,Macs_IL_10,Macs_IL_4_Macs_IL_13,DCs_IFN_B1a,DCs_IFN_B1a_DCs_IFN_y,DCs_IL_10,Monos_IFN_B1a_Monos_IFN_y,Monos_IL_10,Monos_IL_4_Monos_IL_13,PMNs_IFN_B1a,PMNs_IFN_B1a_PMNs_IFN_y,PMNs_IL_4_PMNs_IL_13,P-value,Correlation,RMSE
293_0,0.0501242727876504,0,0,0,0.169608079216546,0.253876428137054,0,0,0.0572238654533946,0.0881126817281358,0.381054672677219,0,0,0.845883979559985,0.563658701059881
294_0,0.0614595193695016,0,0.0122849318944696,0,0.14347177640654,0.245703716506084,0,0,0.0482755486051956,0.206469192172401,0.282335315045808,0,0,0.780398903955457,0.637175596478674
295_0,0.0442838099749838,0,0,0,0.20622619459227,0.233684246279645,0,0,0.0510114764486523,0.128638563574274,0.336155709130175,0,0,0.820176136567738,0.59502538104616
296_0,0,0.0377361127938155,0.0765462927105546,0,0.0298812584781296,0.165450223125407,0,0,0.00556936117503458,0.208415975224336,0.476400776492723,0,0,0.854586297350119,0.527746497733652
297_0,0.00835446936285425,0.0139997562403895,0,0,0.148738834411482,0.20416797098601,0,0,0.1300490054392,0.0712472413260123,0.396460487337102,0.0269822348969495,0,0.905697966393059,0.50704038674353
298_0,0,0.0632444584623841,0.0499308197762626,0,0.133078373473771,0.137007445273364,0.00946035405840593,0,0.0921064647181234,0.184609111660233,0.303412830898968,0.0271501416784881,0,0.823784523420396,0.596251274111132
299_0,0,0.019044890422271,0,0,0.0641880903994642,0.232591646166261,0,0,0.0792902687457347,0.12943369573743,0.475451408528839,0,0,0.895495232673737,0.482129889176858
300_0,0.00579648664697589,0.00556497139283647,0,0,0.109960890569132,0.20556928239469,0,0,0.0674792069025658,0.100495845395126,0.505133316698675,0,0,0.891105989888571,0.481980936688691
304_0,0,0.0225486012835869,0,0,0.240777722737522,0.173497502334518,0,0,0.0530711004211261,0.263755953858202,0.231444442152579,0.0149046772124663,0,0.862159568485717,0.55746559806372
305_0,0,0.0530703495556249,0,0,0.0554462725885503,0.261406760277062,0.00580126017225297,0,0.10302279875708,0.0959097604398728,0.318038099833637,0.10730469837592,0,0.851395034745768,0.590216267060675
306_0,0.0418890187082482,0,0,0,0.277889203801622,0.141882536441772,0,0,0.0873019129507151,0.0517702854555883,0.399267042642054,0,0,0.824677693390393,0.58525365190527
308_0,0,0,0.0151130313181115,0,0.293001165002251,0.147456094006774,0,0,0.0449053005614909,0.237586763005408,0.261937646105964,0,0,0.848953516413086,0.566367318979538
309_0,0.0266058311028285,0.00120774394425525,0,0,0.141136249790754,0.202183690462001,0,0,0.0645620757924882,0.268492888466958,0.237102363645761,0.0587091567949546,0,0.849383425299534,0.575984168277846
312_0,0.00697910298319992,0,0,0,0.210830127391878,0.209989432446635,0,0,0.0652532356481219,0.0917105675462059,0.390434116653192,0.0248034173307665,0,0.890122007228554,0.514849900324357
313_0,0,0.0892484730360899,0,0,0.201549472438351,0.230620794363273,0.0148931076094162,0,0.0394572262025987,0.0574303084860804,0.295134379509346,0.0716662383548454,0.002,0.744559117935504,0.677689288568032
320_0,0.0302392915406464,0,0,0,0.245463761387813,0.225444626158484,0,0,0.0353289683114844,0.10822437040245,0.353558730160118,0.00174025203900512,0,0.846468110995151,0.564156284975529
323_0,0.0302576904578947,0,0,0,0.284914647130694,0.203146426744024,0,0,0.0783163921015878,0,0.4033648435658,0,0,0.829622920366238,0.586581355170259
324_0,0.00476858497171174,0,0,0,0.355157365549886,0.139705434539841,0,0,0.0507975184772485,0.041722997284991,0.407848099176321,0,0,0.872259508568134,0.528041413154342
326_0,0,0.027225251334665,0,0,0.2655498493981,0.151926460690307,0,0,0.129183648427344,0,0.39597589772751,0.0301388924220741,0,0.863022498634019,0.560640831451952
332_0,0.0504737728026569,0,0,0,0.155801496425656,0.232386611689761,0,0,0.0721905901338081,0.160349610916547,0.315530464236687,0.0132674537948845,0,0.83306864571579,0.58471124964662
334_0,0.0564279440385942,0,0,0,0.204223117361749,0.311670839630983,0,0,0.028537190895462,0.161364613198587,0.237776294874625,0,0,0.781172663309833,0.643987325147973
335_0,0,0,0.0296281645530805,0,0.147194968612302,0.194693596536349,0,0,0.0376451181132376,0.277237205776394,0.293280286284814,0.0203206601238231,0,0.893802333579817,0.506301850952791
338_0,0.0207272964292645,0,0.0171707922870696,0,0.274400591836224,0.14458942731218,0,0,0.0208728859717568,0.0486508036556424,0.473588202507862,0,0,0.876229968563319,0.505982849352241
343_0,0,0.0295248650157431,0,0,0.191501294695045,0.284102262578682,0.0229419987723124,0,0.0707462774474231,0.0812258790170899,0.278443466784719,0.0415139556889853,0,0.853873882475124,0.589611321660742
344_0,0.0348003142460781,0,0,0,0.325691177692047,0.19101282346597,0,0,0.0166249608514152,0.00797274100073712,0.423897982743753,0,0,0.836386696121748,0.567373102918116
348_0,0,0.033585702903997,0,0,0.0605106965695206,0.187573671985663,0,0,0.0867084710359764,0.258067211596023,0.283298169169902,0.0902560767389183,0,0.878469831207053,0.540744534718543
349_0,0.00892199748240074,0,0,0,0.116789295884482,0.245623393472279,0,0,0.0528731479447736,0.299909727911674,0.219773483084698,0.0561089542196925,0,0.8663879517888,0.561475626593188
350_0,0,0.0381168005368318,0,0,0.247516428829506,0.169028084260243,0,0,0.0596286925817532,0.0848256405949177,0.34647805985313,0.0544062933436181,0,0.844318273521001,0.575544391233736
353_0,0,0.00478727670596111,0,0,0.296101904341014,0.264858582253071,0,0,0.0472866698027949,0.132672451548927,0.230047913304945,0.0242452020432874,0,0.825235450265852,0.61616531149999
354_0,0.0255821831270566,0,0,0,0.302918687456073,0.221228395010979,0,0,0.0443781881704176,0.152868104741372,0.230417212781731,0.0226072287123709,0,0.848804815424827,0.583849367894718
356_0,0.0322103567965164,0,0,0,0.0442328733568852,0.231653107276199,0,0,0.0803485914160664,0.0534147159017634,0.558140355252569,0,0,0.890534439210505,0.478563053542115
357_0,0.00665892538957922,0,0.0104477693542934,0,0.100280188708383,0.263558937466306,0,0,0.029759371600254,0.246118973119623,0.32768651358408,0.0154893207774816,0,0.880638562538627,0.520221040656526
359_0,0.0318478933006294,0,0,0,0.287429196883777,0.181062300875328,0,0,0,0.126703033895142,0.372957575045123,0,0,0.839547445034557,0.561175404320378
362_0,0.0175595186803559,0,0,0,0.176258627160598,0.32117598307992,0,0,0.0404515544786672,0.104970852184963,0.338254019560516,0.00132944485497986,0,0.858433101391798,0.562939161585483
364_0,0,0.0868335884446802,0.0143929936317475,0,0.0208011620890555,0.209701386252796,0,0,0.0828751223927362,0.219006237893918,0.238833790013852,0.127555719281215,0,0.785061348555141,0.647593274997077
365_0,0,0.0659902430503175,0,0,0.103427344353347,0.109801102472535,0,0,0.102908342770184,0.206181113064468,0.355219600189615,0.0564722540995335,0,0.874187094207294,0.526298728410708
371_0,0,0,0.0422659972158501,0,0.319100794792614,0.175367994117087,0,0,0.0474306729679867,0.190327698477067,0.225506842429396,0,0,0.82084690527201,0.610496404418442
372_0,0.0452219583976698,0,0.00626470537224188,0,0.205783911672898,0.213607767637193,0,0,0,0.249260145990189,0.279861510929808,0,0,0.866370914095033,0.533505818760941
373_0,0.0228790316683148,0,0,0,0.221537802238522,0.245907589678233,0,0,0.0515805023886362,0.22315940725616,0.234935666770134,0,0,0.811810723382342,0.61521528326934
375_0,0.0493365250760653,0,0,0,0.222210064512443,0.0717111981635095,0,0.02081061454173,0.0658490178391,0.232165496108749,0.330400870917808,0.00751621284059527,0,0.779891710726213,0.628982525927827
378_0,0.0287206362162608,0,0,0,0.170489118834754,0.220594558158109,0,0,0.0922937227558653,0.134496798133736,0.309738176006345,0.0436669898949308,0,0.867326718623615,0.560417057727804
380_0,0.0656929369496529,0,0.0230285397556772,0,0,0.14202794729663,0,0,0.0615172333694035,0.404784281882071,0.302949060746566,0,0,0.831096366797641,0.562612407886925
382_0,0,0.0663403236967304,0,0,0,0.241575088075926,0,0,0.0762493308948568,0.221368770361082,0.333072622876958,0.0613938640944475,0,0.8633100328675,0.548645365322788
383_0,0,0.00929673118339786,0.0505062355457817,0,0.266332058626137,0.0678032643628181,0,0,0.0310292745233829,0.278838268758849,0.296194166999633,0,0,0.806151036891256,0.601364139041891
384_0,0,0,0,0,0.380044693910464,0.142184902694009,0,0,0.0619202571687003,0.0542578453227647,0.341965408007738,0.0196268928963236,0,0.845489893401974,0.57527464800779
385_0,0,0.0171431829022729,0,0,0.300815143691375,0.141972882327386,0,0,0.126596796610986,0.0793135175456708,0.323720968207811,0.0104375087144983,0,0.856906239386926,0.572146037326371
386_0,0,0.00765245152042816,0,0,0.185826740842116,0.199742361404243,0,0,0.0318196176777365,0.171380913929972,0.403577914625504,0,0,0.874685648499291,0.514371854665253
387_0,0,0.0182899242620026,0,0,0.354438695797266,0.189526627780465,0.00618006038838452,0,0.0440693765041293,0.212124030638522,0.153800732271382,0.0215705523578487,0,0.788483437985426,0.648434623754243
393_0,0,0.0219266516691723,0.0239687425014729,0,0.104769410882936,0.201103099541662,0,0,0.112474789878567,0.0403908526967707,0.467616508340628,0.0277499444887919,0,0.893627066639274,0.505895763414609
396_0,0.00327828818854722,0,0.00225230744376727,0,0.196015039885759,0.236591780531889,0,0,0.0875329662568761,0.0545500885272898,0.399714604368678,0.020064924797194,0,0.854125034522328,0.564877826506058
397_0,0.00770374679801233,0,0,0,0.0943564450270443,0.28578525797573,0,0,0.152252253843004,0.0896055740209557,0.370296722335254,0,0,0.891500827330758,0.538157784672444
400_0,0.0201816478920318,0,0,0,0.323166497722796,0.186209806395803,0,0,0.0353249215715341,0.228165601179651,0.206951525238184,0,0,0.833670004353344,0.591459899769154
402_0,0,0,0.00764588424922276,0,0.227402732131665,0.313348388251921,0.0101985185566129,0,0,0.186287899780743,0.244967227712481,0.0101493493173541,0,0.814316619764523,0.615755231482244
403_0,0.0442014263791474,0,0.00017736138880803,0,0.195166688021066,0.142665622451942,0,0,0.0329962401243739,0.284582831382565,0.300209830252098,0,0,0.846411334390176,0.551021174969702
405_0,0.00748041086290651,0,0,0,0.146933326741622,0.209224871400388,0,0,0.0386222904420082,0.223847840482934,0.308821978544012,0.065069281526129,0,0.857982285738193,0.555633526443116
407_0,0.0189202175672049,0,0,0,0.30184846963136,0.0946290429796916,0,0.0136541867796007,0.0588385643468045,0.146756525662023,0.365352993033315,0,0.002,0.688314217963395,0.722610993914432
410_0,0.0462016584559311,0,0.0331413596644012,0,0.0829988584823037,0.145891593734772,0,0.000429161124650149,0.084070459015214,0.321043608748976,0.286223300773753,0,0,0.840304081299057,0.563947688643916
411_0,0,0.00625420573056327,0,0,0.289095973371112,0.172928585908433,0,0,0.0362413208554844,0.241246355131821,0.232527173585212,0.0217063854173744,0,0.803930934737952,0.619873809109367
412_0,0,0.04479695300647,0,0,0.0381366857668028,0.301508130585091,0.0101166550962195,0,0.0579889051611265,0.156295703394578,0.349350843932572,0.0418061230571402,0,0.87153374337383,0.544918036994938
416_0,0.0745052767153355,0,0.0255882047384904,0,0.0953728895865296,0.234894842958323,0,0,0.0314004700402528,0.2309751065472,0.307263209413869,0,0,0.826497328868707,0.580542404920441
