Mixture,CD14_positive_monocyte,CD16_positive_monocyte,CD4_positive_alpha_beta_T_cell,CD56bright_natural_killer_cell,CD56dim_natural_killer_cell,CD8_positive_alpha_beta_T_cell,MAST_cell,basophil,eosinophil,gamma_delta_T_cell,hematopoietic_progenitor,macrophage_m0,macrophage_m1,macrophage_m2,memory_B_cell,myeloid_dendritic_cell,naive_B_cell,neutrophil,plasma_cell,plasmacytoid_dendritic_cell,P-value,Correlation,RMSE
077_0,0.176512427037462,0,0.297734794542585,0.116780816715452,0,0.0835069155870222,0,0.00151396189662981,0,0,0,0,0,0.0476353946498334,0,0,0.0850380640433385,0.172207734260946,0,0.0190698912667307,0,0.846105995609294,0.659905671016567
083_0,0.100400726315355,0,0.388147663681996,0.104562602220838,0.0014400996476106,0.0281572583407255,0,0.002761119952125,0,0,0,0,0,0.0396041172425079,0.0362667942538579,0,0.0556089775409331,0.243050640804051,0,0,0,0.874068756961906,0.656760373657957
085_0,0.0789624888177013,0,0.275913041072183,0.105610260067613,0,0.02409180722214,0.00260597324462204,0.00461148032479438,0,0,0,0,0,0.0602550600161845,0,0,0.0606552544992811,0.364405166652364,0.00645652070770819,0.0164329473754088,0,0.806985471235711,0.693874295694884
086_0,0.159065455160838,0,0.351547406757436,0.0542729952215856,0,0.0253388795431313,0,0,0,0,0,0,0,0.0687518572106389,0,0,0.111001438800146,0.230021967306224,0,0,0,0.869571125058278,0.633038131644837
099_0,0.109505680270474,0,0.271917985189254,0.0555957887403873,0,0.0221644883128685,0,0,0,0,0,0,0,0.0650642688461314,0,0,0.113858308447881,0.338576990710431,0,0.0233164894825724,0,0.779223991804626,0.703821436575397
118_0,0.0756852279761955,0,0.275774665824452,0.0473606426782821,0,0.0252406385837087,0,0.000944269572132864,0,0,0,0,0,0.0557437967764492,0,0,0.0831939903968115,0.436056768191968,0,0,0,0.851899878922325,0.647051125345611
124_0,0.144621238330561,0.0109265214271334,0.3835809786198,0.0857929486177561,0,0.0194145074526008,0,0.000156275881285941,0,0,0.00125173211230496,0,0,0.0279161758342126,0,0,0.0893190799298504,0.23532226460737,0,0.00169827718712518,0,0.87290806546207,0.641165991489456
125_0,0.113642283595155,0,0.338905116021324,0.114108079084771,0,0.0131339793872998,0,0.00325902140797322,0,0,0.000541407062238622,0,0,0.0676094982577914,0,0,0.04743313516337,0.301367480020077,0,0,0,0.826760456822269,0.67588469601256
126_0,0.130057058209431,0.0518598553101659,0.321282971684091,0.108485605191779,0,0.0335829585347176,0.00027725624097659,0.00209877451194886,0,0,0,0,0,0.0508004398836574,0,0,0.0946418732156044,0.202780816918457,0,0.00413239029917093,0,0.856127779988813,0.637944443086719
128_0,0.104314768529191,0,0.429965933717021,0.0647931512147599,0,0.0330306472199929,0,0.00291725055664922,0,0,0,0,0,0.042594662844819,0,0,0.124931031411405,0.197452554506163,0,0,0,0.837150520441636,0.671863929202929
129_0,0.0562270435130904,0.0351706358082971,0.320192288917391,0.114683746509865,0,0.0745191512747621,0,0.00756567321268257,0,0,0,0,0,0.0252044913371139,0.00322618001632898,0,0.110981107946771,0.243767326715445,0.00846235474825276,0,0,0.799366690924856,0.697949292550207
135_0,0.0852408345569493,0.0559546106580363,0.304462063840942,0.120520656473533,0,0.0681976248657796,0,0.0080342049304136,0,0,0,0,0,0.0272211293481176,0,0,0.122438569626949,0.207930305699279,0,0,0,0.799853753310019,0.686636058266268
136_0,0.104744440581194,0.0123597404826701,0.341336186844601,0.095324765459895,0,0.0247783458969375,0,0.00429458935484029,0,0,0,0,0,0.0314137369737177,0,0,0.0932675685284804,0.292480625877664,0,0,0,0.833556869860234,0.673324644004433
146_0,0.10354618645207,0.0358623232776969,0.330293663387664,0.124530540341463,0,0.0252338294631848,0,0.00336204186327621,0,0,0,0,0,0.0289200248033021,0,0,0.076018618872405,0.272232771538938,0,0,0,0.831245726886143,0.67042182447759
148_0,0.103359898114155,0.0179337320603942,0.354652356578019,0.145876248971349,0,0.0521517724710886,0,0,0.0250258320684259,0,0,0,0,0.0137809641095095,0,0,0.158878030793333,0.128341164833725,0,0,0,0.886168060863218,0.642573832441871
151_0,0.147755108609181,0,0.231561805185737,0.11845305101647,0,0.0213790068243089,0,0,0,0,0.00123843662450523,0,0,0.0482658070882793,0,0,0.0550465816267546,0.358801740947718,0,0.0174984620770462,0,0.766471214867575,0.70829596989409
155_0,0.168909514681333,0,0.370224237328512,0.0521913985025837,0,0.0282402032742788,0,0,0,0,0,0,0,0.0328014011299746,0,0,0.111883058357064,0.235750186726253,0,0,0,0.883486105818736,0.625732409851012
161_0,0.0962774985009523,0,0.411167159317497,0.087511665213931,0,0.0694146777108195,0,0,0.0133568533127,0,0,0,0,0.0317590513321579,0,0,0.0996906210108669,0.182815129634463,0,0.00800734396661211,0,0.856067480852593,0.666459430261482
166_0,0.129976447410871,0.0237901155269196,0.2826838280693,0.114284951491165,0,0.0297603291089703,0,0,0.00770171427399795,0,0.000554898116611473,0,0,0.066236325461588,0,0,0.0719060504730239,0.273105340067552,0,0,0,0.839106590367227,0.656639351810988
169_0,0.10466874276758,0.0360211509546705,0.343302966297526,0.115368665795391,0,0.0219906303576317,0,0.0023748402941153,0,0,0,0.00053824055838887,0,0.0205494624575631,0,0,0.128646814524489,0.223760594091505,0,0.00277789190113866,0,0.842686812284431,0.664141139012694
170_0,0.115324710425938,0,0.293140768232341,0.15341230495483,0,0.0765758268290061,0,0.0024589016174142,0.0019027787570808,0,0,0,0,0.0412773222806051,0,0,0.0715983885596918,0.244308998343093,0,0,0,0.839779897670042,0.676512443007746
175_0,0.128544146889608,0.0022427021406202,0.374191744363154,0.0751915714481576,0,0.0431581145697833,0,0.00469461627947213,0,0,0,0,0,0.0331858936766038,0,0,0.13325424560943,0.205536965023171,0,0,0,0.8365991268231,0.668911716404371
177_0,0.123680810101583,0.0354404775105649,0.322500729526881,0.101016217559353,0,0.00986052225777736,0,0.00424090073989653,0.0114325563448652,0,0,0,0.000571310961981813,0.0133804284695914,0,0,0.077036379283911,0.300839667243595,0,0,0,0.846344213444694,0.653209420004136
184_0,0.1211579077348,0,0.351346813219818,0.117561066045392,0,0.0204549724399029,0,0.00102578190167891,0,0,0,0,0,0.0440741876744537,0,0,0.0880291120825553,0.252745337561841,0,0.00360482133955825,0,0.854174673535168,0.665216044201304
185_0,0.126240196926912,0.019955356905746,0.275482411269365,0.151653305396126,0,0.102510854425913,0,0.00414214935747551,0.00349987365638383,0,0,0,0,0.025328954630884,0.0218793038099007,0,0.062667265323435,0.20664032829786,0,0,0,0.831961701981384,0.673790214055147
194_0,0.143445844894951,0,0.399705547033649,0.1011502374217,0,0.0459100988708372,0,0,0,0,0.00352779646563597,0,0,0.0555167865262659,0,0,0.054906674132856,0.195837014654105,0,0,0,0.838676908428472,0.666945992960259
196_0,0.0568278705819838,0.021554805044262,0.394860578437808,0.0782924655039039,0,0.0268413688856679,0,0,0.00425918136078257,0,0,0,0,0.0275276456306081,0,0,0.104881334121816,0.27046266329329,0.00129515209173081,0.013196935048147,0,0.831491825456593,0.68334624059273
203_0,0.136168378902714,0,0.382339376339792,0.0863928546192754,0,0.0421892050705883,0,0.0011425878761625,0,0,6.97453271446078e-05,0,0,0.056231502792639,0,0,0.0841671171996488,0.211299231872036,0,0,0,0.862913773546909,0.650016849388031
207_0,0.09264587764779,0,0.458795208887457,0.119476969941699,0,0.0220915648764529,0,0,0,0,0.000329969981071035,0.00131766855759981,0,0.0194294217209333,0.00110650046378437,0,0.0827765395260822,0.17954089257332,0,0.0224893858238116,0,0.686222150933659,0.77565463925136
208_0,0.135770427027572,0,0.368989143495875,0.155606071539835,0,0.0383893496127774,0,0,0.00896389254240527,0,0,0,0,0.0299437985767805,0.0265191382975934,0,0.039939483252178,0.195878695654983,0,0,0,0.82671235223656,0.68783047304743
209_0,0.0819163851534849,0.0582736822046196,0.242757619256666,0.0853485191140842,0,0.0227359985986521,0,0.0027309666281094,0,0,0,0,0,0.0787047294252811,0,0,0.0913034336862531,0.316592162621031,0.00256169242359706,0.0170748108882225,0,0.817958494662095,0.663726251931541
211_0,0.0855663902432967,0.0227223980441669,0.40747236253613,0.0873964340169592,0,0.0224662798131731,0,0.0084703585691507,0.0131583748511558,0,0,0,0,0.0537634276097232,0,0,0.11450717709437,0.163272372234206,0.00593704065576548,0.0152673843319041,0,0.801443519205583,0.696440693368594
213_0,0.136978233229712,0,0.362502118148278,0.0717367100294621,0,0.0567255138318926,0,1.26402038966401e-05,0,0,0.00359485538986873,0,0,0.035693579356426,0,0,0.132665727408817,0.200090622401647,0,0,0,0.870448452142949,0.643938846782362
217_0,0.109572227388964,0.025164243596531,0.373698738286989,0.120644154861175,0,0.0443859010384986,0,0,0,0,0.000623185513357921,0,0,0.0259052147326704,0,0,0.12708207996886,0.161004446706373,0,0.011919807906581,0,0.824620822995466,0.680803138017071
219_0,0.0789922146273605,0.00487278453750109,0.390619802518072,0.100861843597916,0,0.052052879235994,0,0,0,0,0.00173679676104017,0,0,0.0210659673469373,0,0,0.078446990579098,0.254551203929485,0,0.016799516866596,0,0.766998070656168,0.727194407980217
220_0,0.0955676352887792,0.0063780260028394,0.29813996776008,0.119418529658573,0,0.0278159902894869,0,0.002319547189076,0,0,0,0,0,0.0526458400541843,0,0,0.0818105535375819,0.31555571657138,0.000348193648019517,0,0,0.812014406360206,0.688840116919039
221_0,0.129122923865987,0,0.370079549974516,0.0856239430386295,0,0.0188479632401311,0,0,0,0,0,0,0,0.0436425830591876,0,0,0.11792022707346,0.2278683319667,0,0.0068944777813884,0,0.878677407660964,0.644374853066717
222_0,0.110435265638257,0,0.36813212854454,0.0738420016798372,0,0.0181805214042847,0,0.00873164019484645,0,0,0,0,0,0.0203354339331469,0,0,0.0954444066393045,0.283574280532129,0,0.0213243214336541,0,0.765123515162553,0.723228192679296
224_0,0.123331514160584,0,0.40404124950562,0.0785908244200639,0.00387935321772387,0.037477178823593,0,0,0,0,0,0,0,0.0459677281767414,7.83062147206506e-05,0,0.0507258229975538,0.255908022483399,0,0,0,0.853948789337227,0.657845357740324
225_0,0.114813640330632,0,0.310301089417401,0.0636049676136273,0,0.0345526427962152,0,0,0,0,0,0,0,0.0524268224527853,0,0,0.090454067450158,0.326387518145631,0,0.00745925179355062,0,0.854926289049595,0.653452416530746
232_0,0.0634680811487447,0,0.395812501033413,0.0884498783679724,0,0.0206128206408918,0.00106614783048784,0.00293744054857387,0,0,0,0,0,0.0440407264526867,0,0,0.0724042948585576,0.296106685104129,0,0.0151014240145434,0,0.718937093843923,0.754111504847559
238_0,0.0587334211170918,0.013084081533343,0.339238569850806,0.086518286440289,0,0.00678291917597887,0,0,0,0,0,0,0,0.0548857376693104,0,0,0.106189636213117,0.31581581548439,0,0.0187515325156738,0,0.801396022602897,0.700944909396503
243_0,0,0.106871714215577,0.271442799357541,0.0854749421835759,0,0.0502226745919942,0.00212732736030087,0.00648555707296545,0,0,0,0,0.00901113649591726,0.0262196732408842,0,0,0.183011585725219,0.235909012891925,0,0.0232235768640998,0,0.715184184007994,0.737094745001303
244_0,0.0455417133229932,0.056370298906963,0.386915842486148,0.0998632389777311,0,0.0410256288493785,0,0.0129700023422284,0,0,0,0.00132411875534438,0,0.0180196246344753,0,0,0.1558533993775,0.160509128215506,0.0118438797663874,0.00976312436534485,0,0.770482427175585,0.71055143055535
246_0,0.0483449050751406,0.00102302764384874,0.516024162283438,0.0674713554831208,0,0.0603406392989075,2.42999523046241e-05,0,0,0,0,0,0,0.0220914495642912,0,0,0.0994839070283257,0.173925013432585,0,0.0112712402380382,0,0.82769308284494,0.685509737894589
249_0,0.05786070082074,0.021559806296925,0.510818683192365,0.0387794718609106,0,0.0236433373205516,0,0.00294039120261257,0,0,0,0,0,0.0469294878107828,0,0,0.0789545639060543,0.201410852712428,0,0.0171027048766301,0,0.690344859999736,0.76338382670636
253_0,0.0265653064763124,0.0950559221714138,0.201582309479702,0.114977287396009,0,0.0777709533623682,0,0.00986428206572483,0,0,0,0,0,0.0462624385560633,0,0,0.246655520454189,0.15880330754501,0.000312233129913331,0.0221504393632947,0,0.732997512559823,0.720411529855251
262_0,0.0674495675145463,0,0.439909457209065,0.0936701274781986,0,0.0379132805149592,0,0.00324299233204186,0,0,0,0,0,0.0348374106116739,0,0,0.127084067709321,0.165042300379443,0.0176225301492617,0.0132282661014891,0,0.836364345570865,0.68332510211056
263_0,0.0611501107551564,0.0214817911935083,0.351527107213613,0.0996022340167461,0,0.0776428568370433,0,0.0011563923952978,0,0,0,0,0,0.0253221080832501,0,0,0.177293590755322,0.184823808750062,0,0,0,0.825874390505222,0.677598892961099
267_0,0.153310414845083,0.0364876330013276,0.312801319920815,0.117875295610292,0,0.029331474205132,0,0.00145287008275866,0,0,0.00557437911580197,0,0,0.0269558077101636,0,0,0.0574832413309596,0.258727564177668,0,0,0,0.838160878187019,0.652942647162309
270_0,0.2232236631606,0,0.353107766867297,0.0463892152702288,0.0159911201726741,0.0174801921372975,0,0.0101908890040908,0.00111698269602366,0,0.00184341401657891,0,0,0.0525876184337585,0,0,0.0538463586851584,0.218736781111524,0,0.00548599844476875,0,0.895842672342532,0.595849072578228
271_0,0.168970622093246,0,0.36489340529034,0.108768019629007,0,0.0365932734094068,0,0.000938156264612226,0,0,0,0,0,0.0418320355949851,0,0,0.069412270488109,0.204851544116053,0,0.00374067311424194,0,0.886217551814573,0.631767789409432
272_0,0.0888610595114725,0,0.407726383782473,0.175856039320653,0,0.0194891046818878,0,0,0.0158902884378018,0,0,0,0,0.011780490059762,0,0,0.148918759115405,0.131477875090546,0,0,0,0.861668796172076,0.673466144454707
275_0,0.105050745177451,0,0.299133292728311,0.0833239463520793,0,0.144579215762134,0,0.000154689583337431,0,0,0,0,0,0.0337937512495438,0,0,0.11839911017379,0.215565248973353,0,0,0,0.856250975215312,0.654478860896046
278_0,0.0550506062633405,0.0532183267350044,0.33633213671848,0.137312224400132,0,0.0614920403311958,0,0.00144119469438419,0.0150163047087467,0,0,0,0,0.0329281470328971,0,0,0.114918692792154,0.170404924379169,0,0.0218854019444961,0,0.822123321265695,0.685498351309895
279_0,0.0596917109223654,0.00897592055431856,0.418522792099895,0.0936597052634909,0,0.0344227332767277,0,0.00772079207640099,0,0,0,0,0,0.038105271925566,0,0,0.138314784840781,0.199312682561779,0.00127360647867525,0,0,0.825418912839922,0.685318929002487
280_0,0.0978802529512313,0.0136328487868762,0.361615870526085,0.0871806044642869,0,0.0325168171065987,0,0.000874000776717165,0,0,0,0,0,0.0299321984606388,0,0,0.101913326127042,0.270576277022417,0,0.00387780377810665,0,0.830617733173247,0.677439080355523
281_0,0.215482986976237,0,0.345258549284721,0.113630182723128,0,0.0414854676421358,0,0.00185641610741258,0.0197067435760005,0,0,0,0.00302647008013649,0.0135539786053527,0,0,0.0720513822852083,0.170039725187773,0,0.00390809753189556,0,0.871804999492613,0.634456139937922
282_0,0.0902334226139358,0,0.379042968958549,0.13079571807982,0,0.0389950010731123,0,0.00268612213542288,0,0,0,0,0,0.0259309072796263,0,0,0.104981053181209,0.224350767622581,0,0.0029840390557441,0,0.812693949727022,0.700124515802998
283_0,0.104346698285737,0.0413400356680144,0.376793603555796,0.112981599303807,0,0.0143345726279612,0,0.0068570835807059,0.0143846955301839,0,0,0,0,0.040437827698277,0,0,0.0770852123956362,0.207814901313113,0,0.00362377004076732,0,0.834872007681413,0.66736604414675
287_0,0.0662896773142829,0.0138529749762392,0.253127376585996,0.133825560590867,0,0.0642814069997528,0,0,0,0,0,0,0,0.0421029938148542,0,0,0.16688696181562,0.249100511986697,0,0.0105325359156902,0,0.799434895694373,0.702379052345288
290_0,0.140077714582386,0.00569682437949848,0.345988784550401,0.0771095289323708,0,0.00872764864764563,0,0,0,0,0,0,0.000168274074203554,0.0411768311318044,0,0,0.0839291980822043,0.284373217048193,0,0.0127519785712924,0,0.859064141944462,0.651060281517765
293_0,0.0718880247505899,0.0394493969688486,0.333609425476461,0.118253923257828,0,0.0409747892128206,0,8.51691236465433e-05,0,0,0,0,0,0.0450962185404382,0,0,0.0949622449963476,0.237403121364081,0,0.0182776863089384,0,0.798410779367322,0.699036364459639
294_0,0.0718526824129338,0.0244052598955311,0.295520588235088,0.110570810951595,0,0.0539461535351447,0.0033942559540982,0.0017043695418087,0,0,0,0,0.00430414850534609,0.0333415782378524,0,0,0.151432745577437,0.232812368496303,0.000185566820622898,0.0165294718362395,0,0.770694831746601,0.717904498820157
295_0,0.0881693579512226,0.0545055034681974,0.281056371705787,0.125453887220296,0,0.0381545138110616,0,0.000820776660081481,0,0,0,0,0,0.0396335650535276,0,0,0.121265224624576,0.242495067899063,0.00147120105209144,0.00697453055409632,0,0.812543247025366,0.67936480325639
296_0,0.0957809827080237,0.0287196720865719,0.204865627569337,0.15795504284054,0,0.000749239250977378,6.36151649782557e-06,0.00454017305245569,0,0,0,0,0.00124797672972555,0.029110599235681,0,0,0.0995096232604563,0.35845468182189,0.000890605371886594,0.0181694145559561,0,0.809793803303024,0.686487267434955
297_0,0.129808107202526,0,0.394771176793814,0.0466391280138793,0.00707226115132137,0.00918518617299659,0,0.00743683816026523,0.0128441376206897,0,0,0,0,0.0237515702405884,0,0,0.087998821811289,0.279231436765322,0,0.00126133606730816,0,0.885616098758411,0.634051142868088
298_0,0.102483791681867,0.0163103051180749,0.263555618821268,0.0799008851891793,0,0.0339019318629691,0,0.00119184755630026,0.0159172079221702,0,0,0,0,0.0449799793623731,0,0,0.181222646266441,0.260535786219356,0,0,0,0.880547744102409,0.632676884341822
299_0,0.0672036899287783,0.00692702519362869,0.271217378301962,0.157711735037342,0,0.0551542866582852,0,0.00135195574758237,0,0,0,0,0,0.0286639981265257,0,0,0.0962532195765613,0.31385659318847,0,0.00166011824086461,0,0.811532921200745,0.700050312079815
300_0,0.0805159226159765,0.0191811020344915,0.222257223625228,0.165526025382443,0,0.0738410143638493,0,0.00395667742172666,0,0,0,0,0,0.0528178358992012,0,0,0.0766540116682436,0.302153860292774,0,0.00309632669606611,0,0.791095240911824,0.703698288995736
304_0,0.159345838144081,0,0.408818516964933,0.0642817984383779,0,0.0276258157207815,0,0.00197745179510339,0,0,0,0,0,0.0544276842279013,0,0,0.104757579385915,0.163676593689365,0,0.0150887216335422,0,0.864114494779927,0.64601263922102
305_0,0.150753794206995,0,0.335949776074803,0.0765444905370013,0,0.0353535743830295,0,0.00543935588639657,0,0,0,0,0,0.0481199497971866,0,0,0.119865096164691,0.219684995411295,0,0.00828896753860099,0,0.87720305399111,0.637591772649218
306_0,0.0362668202347958,0.0693044678692584,0.359835889390505,0.106454823896883,0,0.0630020416833564,0,0.00453899033021323,0,0,0,0,0,0.0367411473460815,0,0,0.112592983326992,0.20562641827606,0.00563641764585483,0,0,0.760683663007075,0.714178204119042
308_0,0.107037479503837,0.00953075817405603,0.382618959923019,0.0967633756269154,0,0.0024178054915979,0.000789201950467936,0.00103112478752464,0.00303227438007618,0,0,0,0,0.0746877852371652,0,0,0.0600815384441236,0.237401397386493,0,0.0246082990947237,0,0.812670865905256,0.690183639826913
309_0,0.0524675977515147,0.0309704889282093,0.33751099227108,0.130038885618347,0,0.0522185773477813,0,0,0,0,0,0,0,0.0323353489639241,0,0,0.126530047991222,0.236292928359242,0.00163513276868094,0,0,0.795370724711293,0.703944966423875
312_0,0.0873138838039884,0.00644163526512264,0.345567219731744,0.101976339057704,0,0.05117888418416,0,0.0009671324907944,0.00510247900839215,0,0,0,0,0.0249869464641883,0,0,0.120392588687691,0.256072891306216,0,0,0,0.817586126509574,0.690571120426131
313_0,0.15591500136129,0,0.293802791955665,0.103069247254104,0,0.15957320535356,0,0.00141718925937832,0,0,0,0,0,0.0465140031771986,0,0,0.0998338180940748,0.139874743544729,0,0,0,0.882942404752149,0.624673796618486
320_0,0.111147376059725,0,0.308089203587306,0.110796438521281,0,0.0277830589748711,0,0.00454760670969881,0,0,0,0,0,0.0714042610312239,0.0200063789460695,0,0.116417972196507,0.229459426531667,0,0.00034827744164989,0,0.83404318952095,0.674170463257188
323_0,0.136891690746888,0.0229990285935801,0.328834152899685,0.129285648357433,0,0.0386217415167181,0,0.000562075376007131,0,0,0,0,0,0.0649881009846994,0,0,0.0601635188460392,0.215987430414082,0,0.0016666122648686,0,0.844661774884972,0.656093506661665
324_0,0.0953591290356806,0.0220804199130241,0.40498885346042,0.0937381678832766,0,0.0100994361027443,0,0,0,0,0.00124439661626958,0,0,0.0264329440576651,0,0,0.11176168259178,0.220139163386999,0,0.0141558069521415,0,0.78134374318083,0.71146663440308
326_0,0.13376079919619,0.018193891330374,0.344707102572839,0.0753130292648221,0,0.0529436967412491,0,0.00264183254024126,0,0,0,0,0,0.0379165490316166,0,0,0.111282356352759,0.223240742969908,0,0,0,0.815150397525125,0.676429787228454
332_0,0.0922097107483331,0.043277529990636,0.38256076757926,0.147310359520419,0,0.0207121145357224,0,0.00111447828300192,0,0,0,0,0,0.0320306530521318,0,0,0.057645221194858,0.21687857568379,0.000906402014517811,0.00535418739732968,0,0.817142846110754,0.684774299969132
334_0,0.147699913858069,0,0.297106361328991,0.0973450119691379,0,0.0572555297015463,0,0.000191580302884529,0,0,0,0,0,0.0539924273130165,0,0,0.0652189190622661,0.259913948744454,0,0.0212763077196344,0,0.743258399643997,0.728802690046413
335_0,0.0646660629280589,0,0.425949485651157,0.112222523697928,0,0.00762050760744635,0,0,0.0024589527778642,0,0,0,0,0.0371853555674253,0,0,0.110553452053631,0.231902520533028,0,0.0074411391834613,0,0.849125643981846,0.680896221878796
338_0,0.0495735275026,0.0102020255365742,0.364199529802093,0.0838700002457462,0,0,0,0,0,0,0.00289753504618104,0,0,0.0551827337239048,0,0,0.186166345571412,0.234669634284123,0,0.0132386682873653,0,0.755470583327157,0.727632619232197
343_0,0.183810777812297,0,0.341442071035029,0.0395650813404582,0.0266725836075477,0.0542367297165601,0,0.00278538522654304,0.00610978535255058,0,0.00738148494524387,0,0,0.045489177753189,0,0,0.0460598374167281,0.246447085793853,0,0,0,0.892140945468903,0.607986061400354
344_0,0.0606614253012422,0.0580812601273051,0.32823147069354,0.143725409061741,0,0.076305796641022,0,0,0,0,0,0,0,0.0287842960406265,0,0,0.10155951662982,0.193916207454662,0.00624931831474402,0.00248529973529794,0,0.807272733692229,0.688329433744785
348_0,0.074748571692502,0.00715952484670229,0.421776815328335,0.0629951873481812,0,0.0452364305687139,0,0.0077008232428297,0.000439676224694059,0,0,0,0,0.0173099517266372,0,0,0.171656287854232,0.190976731167173,0,0,0,0.874406355317126,0.645719086705601
349_0,0.0719221017299628,0,0.402291088912482,0.0630758023738241,0,0.0339740478223716,0,0.00122512797898209,0,0,0.0009532141047275,0,0,0.0345702084796808,0,0,0.154865246881131,0.227185488016122,0,0.00993767370071531,0,0.854149772103111,0.66683290945541
350_0,0.119772394959713,0.0184216924046446,0.358856448785913,0.140687619690521,0,0.0217474472128009,0,0.00333059431510984,0,0,0,0,0,0.0327059314981727,0,0,0.0842834677477736,0.2180961041727,0,0.00209829921265199,0,0.844685831545223,0.66928098015779
353_0,0.166136576781231,0,0.462044651919881,0.109488263901478,0,0.0325769786422715,0,0,0,0,0,0,0,0.0313220586262782,0,0,0.108067445161443,0.0875479286661492,0,0.00281609630126676,0,0.882762044558342,0.63393637892089
354_0,0.129990658492956,0,0.366794158961863,0.128347213131251,0,0.0132343748248176,0,0.0123183579412169,0,0,0.00845528478235679,0,0,0.049264732990489,0,0,0.0783966075944419,0.213198611280607,0,0,0,0.715960266231368,0.750008422607857
356_0,0.0613023544005766,0,0.325691964180169,0.050061310385384,0,0.0171703811304789,0,0,0,0,0,0,0,0.0434150863173895,0,0,0.109081310317723,0.391029155708257,0.00140870251318024,0.00083973504684191,0,0.835758950244375,0.669957423564837
357_0,0.143683164459914,0.0145117341339228,0.374575632418741,0.0854324355635776,0,0.0360567677308397,0,0.00462945219649327,0,0,0,0,0,0.0184095371408251,0,0,0.075969383431897,0.2409830255378,0.00574886738599014,0,0,0.845473127754966,0.658801668799669
359_0,0.105321706539633,0.0144607697585751,0.278632347684047,0.130150742828464,0,0.105276302274395,0,0,0,0,0.000617695419526068,0,0,0.051678414982493,0,0,0.061037560476543,0.245413303816107,0,0.00741115622021735,0,0.812867630189033,0.68653312429493
362_0,0.142291305948385,0,0.285185976776811,0.0944580851707614,0,0.00971184746001753,0,0.0100315356244539,0,0,0.00675225703901561,0,0,0.0721782328926477,0,0,0.0884830343465173,0.277918663199919,0,0.0129890615414711,0,0.85301618273633,0.65278817490028
364_0,0.0422312806481184,0.0146852675128126,0.354452555236501,0.102878133630311,0,0.0496261218960954,0,0.00886722769160975,0.0143997657668994,0,0,0,0,0.0410696187866255,0,0,0.0731096697095544,0.298680359121473,0,0,0,0.857869783661976,0.666917693664221
365_0,0.118210067516428,0.00292167101687775,0.354950949472435,0.106654647410444,0,0.0519271788238831,0,0,0,0,0,0,0,0.0368947650851777,0.00229775725433007,0,0.0523013557776916,0.273841607642733,0,0,0,0.829167384682205,0.677527778777199
371_0,0.122189978689737,0,0.291908489647895,0.162755388398978,0,0.00344198051861179,0,0.0101202482126204,0,0,0,0,0,0.0354406030850541,0,0,0.0837368862528441,0.270967205960699,0,0.0194392192335607,0,0.66379362143977,0.784053886508227
372_0,0.16769481190548,0,0.31120455375458,0.0694956302638853,0,0.0138553296304293,0,0.00442146195040537,0,0,0,0,0,0.0431145390846703,0,0,0.0557722758432076,0.314343405735509,0.00201052277636068,0.0180874690554724,0,0.784479509860616,0.694311869528463
373_0,0.030820016712108,0.0340153285464392,0.418549285926699,0.111817339337364,0,0.0666394864577692,0,0.002816145090536,0,0,0,0,0,0.0292571603231562,0,0,0.137640736219143,0.160221819693695,0,0.00822268169309097,0,0.764684184042446,0.72061173180204
375_0,0.0885082550467162,0,0.339504545128607,0.0319159543876366,0,0.00655047439873698,0,0.0020315693416567,0,0,0,0,0,0.101672719499459,0,0,0.0801982548794458,0.346896505370587,0.00144268228929127,0.00127903965786206,0,0.64367066934627,0.782658064515404
378_0,0.136150993675121,0,0.321285207803775,0.0724600557238023,0,0.0211907541888848,0,0.00127885403881549,0,0,0,0,0,0.0519862105974008,0,0,0.0485700282970884,0.34185143620874,0,0.0052264594663725,0,0.731972968840457,0.729860660991249
380_0,0,0.057967050841228,0.292081144892583,0.0153619366818788,0,0.00395808055777582,0.000393917436828118,0.00232435832545673,0,0,0,0,0.0124787284771248,0.0641962731321566,0,0,0.0838491627070084,0.442328838839707,0,0.0250605081082527,0,0.625482864297597,0.791503324219106
382_0,0.132772377518904,0.0146552955617032,0.317050674214302,0.094818853850409,0,0.0375201241857232,0,0.00803740239582019,0,0,0.00574399310615617,0.00224261090287486,0,0.0339586712903227,0,0,0.0814745294805279,0.271550395642132,0.000175071851123683,0,0,0.840471739807457,0.662003632513077
383_0,0.0666064238113736,0.0200467010217883,0.430322488730114,0.0588932923947867,0,0.0143004735383751,0,0.000898734040409686,0,0,0,0,0,0.0243459598968858,0,0,0.118618401813358,0.232070463785303,0,0.0338970609676062,0,0.728888984086493,0.746738152825276
384_0,0.142601827182239,0,0.413831586474206,0.057774419185891,0,0.0342239888583898,0,0.00152766882568322,0.0114068024331153,0,0,0,0,0.0351974594789308,0,0,0.1077355663619,0.195700681199644,0,0,0,0.855730562895143,0.65416993530776
385_0,0.133071365032303,0,0.400558554850487,0.145891000617957,0,0.0106106155291855,0.00451929112312254,0.0049804543307809,0.00631382068498768,0,0,0,0,0.0247937458951886,0,0,0.0709985079065596,0.196199092738209,0,0.00206355129121953,0,0.849565310303056,0.674655476260071
